dummy,Announced_Date,Target_Company,Target_Description,Target_City,Target_Website,Target_Sector,Target_Country,Bidder_Company,Bidder_Description,Bidder_Website,Bidder_Sector,Bidder_Country,Seller_Company,Seller_Description,Seller_Website,Seller_Sector,Seller_Country,Implied_Equity_Value_(m),Net_Debt_(m),Enterprise_Value_(m),Reported_Revenue_(m)_Y1,Reported_EBITDA_(m)_Y1,Reported_EBIT_(m)_Y1,Reported_Earnings_(m)_Y1,Reported_Revenue_Multiple_Y1,Reported_EBIT_Multiple_Y1,Reported_EBITDA_Multiple_Y1,Reported_PE_Multiple_Y1,Consideration,Deal_Description,Deal_Value_USD(m)
,9/11/23,Flags Ltd (100% Stake),Automobile parts manufacturer.,Kitakyushu,http://www.autoflags.co.jp/,Automotive,Japan,Central Automotive Products Ltd.,"Japan-based developer, exporter, importer and wholesaler of automotive parts and accessories",http://www.central-capco.com,Automotive,Japan,Masaharu Sugimura (Private Individual),Private individual.,,Financial Services,Japan,,,,,,,,,,,,,"Central Automotive Products Ltd, the Japan based manufacturer of automotive parts, steering and suspension parts, announced it has acquired all shares in Flags Ltd, the local automobile parts manufacturer, from its president of the company, Mr. Masaharu Sugimura. The terms of the deal were undisclosed.",
,9/11/23,Voyager Worldwide Pte Ltd (100% Stake),Provider of maritime technology solutions firm.,,https://voyagerww.com/,Computer software,Singapore,NAVTOR AS,Software-E-Commerce company focused on providing navigation solutions for the maritime sector.,https://www.navtor.com/,Internet / ecommerce,Norway,,,,,,,,,,,,,,,,,,"NAVTOR AS, the Norway based software-E-Commerce company focused on providing navigation solutions for the maritime sector has acquired Voyager Worldwide Pte Ltd, the Singapore based provider of maritime technology solutions firm. The terms of the deal were undisclosed.",
,9/11/23,Halla Industrial Co Ltd (92.86% Stake),"Company engaged in comprehensive waste recycling, and animal feed manufacturing.",,,Industrial products and services,South Korea,Tuksu Construction,Social infra-structure construction company.,http://www.tuksu.co.kr,Construction,South Korea,,,,,,10.8378,,10.8378,,,,,,,,,Cash (USD 10.0639),"Tuksu Construction, the South Korea based social infra-structure construction company, has agreed to acquire 92.86% stake in Halla Industrial Co Ltd, the South Korea based company engaged in comprehensive waste recycling, and animal feed manufacturing. The consideration is KRW 13.2bn (USD 10.06m).",10.0639
,9/11/23,IK Inc (100% Stake),Construction waste disposal and recycling company.,Incheon,https://www.ik.co.kr/,Industrial products and services,South Korea,E-UM Private Equity Co Ltd,Private equity firm.,,Financial Services,South Korea,,,,,,137.2355,,137.2355,,,,,,,,,,"Eum Private Equity Co Ltd, the South Korea based private equity firm, has agreed to acquire IK Inc, the South Korea based construction waste disposal and recycling company. The terms of the deal were undisclosed.",137.2355
,9/11/23,Ronstan International (100% Stake),sailboat hardware manufacturer and supplier,,http://www.ronstan.com/marine/,Consumer: Other,Australia,Wichard SAS,"Company specializing in precision forging and manufacturing stainless steel, titanium and other alloyed steel safety parts for the medical, space and automotive industries through hot-forging processes.",https://www.wichard.com/,Industrial products and services,France,,,,,,,,,,,,,,,,,,"Wichard SAS, the France based company specializing in precision forging and manufacturing stainless steel, titanium and other alloyed steel safety parts for the medical, space and automotive industries through hot-forging processes has acquired Ronstan International pty Ltd, the Australia based manufacturer of rigging and deck hardware, serving the marine leisure industry, and subsidiary of Chemring Group plc. The terms of the deal were undisclosed.",
,9/11/23,Snaptrude Technologies Pvt Ltd,"Software-Computer, Traditional & Other. Software company engaged with 3D rapid modelling solution for real estate projects.",Bangalore,,Computer software,India,Accel Partners Ltd; Foundamental Management GmbH,"US-based venture capital firm that specialized in early and growth stage transactions. It prefers to invest in companies operating in the consumer internet and media, computing and storage infrastructure, mobile, networking systems and technology sectors in Europe.; Venture capital firm.",https://www.accel.com/; https://foundamental.com/,Financial Services; Financial Services,Germany,,,,,,,,,,,,,,,,,Cash (USD 14.0000),"Investor Group led by Fundamental Management GmbH, the Germany-based venture capital firm has acquired an undisclosed stake in Snaptrude Technologies Pvt Ltd, the India-based software company engaged with 3D rapid modeling solutions for real estate projects. The consideration was 14m INR.",14
,9/11/23,DSE (100% Stake),Company engaged in electrical automation parts sales and export business.,,,Services (other),South Korea,ATON Inc.; HBE,South Korea-based mobile financial solution developer; Company engaged in sales of electrical and electronic equipment and related supplies.,http://www.atoncorp.com/,Computer software; Services (other),South Korea,,,,,,11.36,,11.36,,,,,,,,,Cash (USD 11.3600),"Aton Inc, the South Korea based software-Financial Technology company engaged with mobile fintech security software, has agreed to acquire DSE, the South Korea based company engaged in electrical automation parts sales and export business, through its subsidiary HBE, the South Korea based company engaged in sales of electrical and electronic equipment and related supplies. The consideration is KRW 14.9bn (USD 11.36m).",11.36
,9/11/23,Veterinary Specialists Aotearoa (66% Stake),Veterinary hospital owner.,,,Medical,New Zealand,Pemba Capital Partners Pty Limited,"Australia-based private equity firm investing between USD 10m to USD 50m in Australia or New Zealand-based small to mid sized private companies that require additional capital and/or expertise to deliver step-change growth, having maximum enterprise value between USD 150m to USD 300m.

Its investment focus on companies with sustainable growth dynamics within relatively defensive sectors. Pemba Capital generally  does not invest in early stage startups, property, infrastructure, agriculture or resources. The duration of its average investment is typically three to five years. The primary goal in planning its exit strategy is to maximize the value for all shareholders.

Pemba's fund, Pemba Capital Partners Fund I, which has been active since 27 June 2016, has raised USD 650m.

Pemba Capital Partners was established in 1998 and since then it has completed over 100 transactions.",http://pemba.com.au,Financial Services,Australia,,,,,,,,,,,,,,,,,,"Pemba Capital Partners Pty Ltd, the Australia-based private equity firm investing between USD 10m to USD 50m in Australia or New Zealand-based small to mid-sized private companies that require additional capital and/or expertise to deliver step-change growth, having maximum enterprise value between USD 150m to USD 300m has acquired 66% of Veterinary Specialists Aotearoa, the New Zealand based veterinary hospital owner. The terms of the deal were undisclosed.",
,9/11/23,Rigcom Pty Ltd (100% Stake),Provider of field deployed rotor blade maintenance and height safety services.,Seven Hills,https://rigcom.com.au/,Industrial products and services,Australia,GEV Wind Power Limited,UK-based provider of blade repair and maintenance services to wind farm manufacturers and operators,http://www.gevgroup.com/,"Energy,Industrial products and services,Services (other)",United Kingdom,,,,,,,,,,,,,,,,,,"Gev Wind Power Ltd, the United Kingdom based commercial and Industrial Machinery and Equipment Repair and Maintenance has acquired Rigcom Pty Ltd, the Australia based provider of field deployed rotor blade maintenance and height safety services. The terms of the deal were undisclosed.",
,9/11/23,More Yogurt (30% Stake),Chain yogurt restaurant operator.,Shanghai,,Consumer: Retail,China,"Shijiazhuang Junlebao Dairy Co., Ltd.","China-based company that offers infant milk powder, low temperature yogurt, normal temperature liquid milk, and animal husbandry",http://www.junlebaoruye.com/,Consumer: Foods,China,,,,,,,,,,,,,,,,,,"Shijiazhuang Junlebao Dairy Co Ltd, the China based manufacturer of sour milk products has acquired 30% of More Yogurt, the local chain yogurt restaurant operator. The terms of the deal were undisclosed.",
,9/11/23,Union Medical Shenzhen Co Ltd (70% Stake),Manufacturer of high pressure contrast syringe.,Shenzhen,,Medical,China,INKON Life Technology Co Ltd,Surgical equipment manufacturer.,http://www.starway.com.cn,Medical,China,Zhang Wenguo (Private Individual),Private Individual.,,Financial Services,China,31.1898,,31.1898,,,,,,,,,Cash (USD 21.8329),"INKON Life Technology Co Ltd, the China based surgical equipment manufacturer is to acquire 70% of Union Medical Shenzhen Co Ltd, the local manufacturer of high pressure contrast syringe from Zhang Wenguo (Private Individual), the local private Individual. The consideration was RMB 158.9m ($22.17m).",21.8329
,9/11/23,Modoli Intelligent Transmission (Jiangsu) Co Ltd (65% Stake),"China based company mainly engaged in the research, development and production of high-precision planetary reducers.",,,Industrial products and services,China,Jiangsu Guomao Reducer Co Ltd,"A China-based SHSE-listed company headquartered in Jiangsu Province, is engaged in technology for the development and manufacture of various industrial reducers and motors and providing systematic and integrated technical solutions for products.",http://www.guomaogroup.com/About/,Industrial products and services,China,,,,,,43.281,,43.281,,,,,,,,,Cash (USD 28.1326),"Jiangsu Guomao Reducer Co Ltd, the China based manufacturer of cycloidal speed reducers and gear reducers, has entered into LOI to acquire a 65% stake in Modoli Intelligent Transmission (Jiangsu) Co Ltd, the local company mainly engaged in the research, development and production of high-precision planetary reducers, from private investors Guan Xiangshang, Li Zemin and Ge Yihuai. The consideration is estimated at around RMB204.75m ($28.1m).",28.1326
,9/11/23,InCred Financial Services Limited  (5.68% Stake),India-based company engaged in financial lending services,Mumbai,https://www.incred.com/,Financial Services,India,Undisclosed Acquirer,Undisclosed Acquirer.,,,India,,,,,,1056.338,,1056.338,,,,,,,,,Cash (USD 60.0000),"InCred Financial Services Ltd, the India based provider of loan for affordable housing, small and medium enterprises, education and consumer finance has raised INR 5bn ($ 60.0352m) in series D funding as per Mint & Inc42. The funds were raised at a valuation INR 88bn.",60
,9/11/23,Roller Networks Pty LTD,"Software-Computer, Traditional & Other. Company that provides software platform to the leisure and entertainment industry.",Melbourne,https://roller.software,Computer software,Australia,Insight Venture Management LLC,"US-based tech-focused private equity and venture capital firm investing upto USD 200m in software, e-commerce, internet and data-services companies. The GP has refined its investment approach from Fund VII onwards to focus more on software related investments. 

It's latest fund Insight Partners XI is targeting to raise USD 7.25bn. The fund aims to make equity investments of between USD 10-150m and target a total of 65-75 investments. Insight Partners' 10th flagship fund Insight Venture Partners X, L.P. fund launched in 2017 with an aim to raise USD 5bn, hard-cap of USD 5.5bn. It held two interim closes, one in July 2017 at USD 3.6bn and in November 2017 at USD 4.6bn. The fund held final close in July 2018 at USD 6.3bn, exceeding its original target size. 

The firm was  founded in 1995 by Jeff Horing and Jerry Murdock. Since its inception, Insight Partners has raised more than USD 20bn of assets under management. In March 2019, Insight Venture Partners changed its name to Insight Partners.",https://www.insightpartners.com/,Financial Services,USA,,,,,,,,,,,,,,,,,Cash (USD 50.0000),"A group of investors led by Insight Venture Management LLC, the tech-focused private equity and venture capital firm have acquired an undisclosed stake in ROLLER, the Australia based software-Computer, Traditional & Other. Company that provides software platform to the leisure and entertainment industry, through a funding round. The consideration was $50m.",50
,9/11/23,Power Station (14.3 MW solar farm portfolio) (100% Stake),14.3 MW solar farm portfolio,,,Energy,Australia,CleanPeak Energy Pty Ltd,Australia-based company which owns and operates distributed energy assets,https://www.cleanpeakenergy.com.au/,Energy,Australia,Impact Investment Group Pty Ltd,"Australia-based investment firm that invests in real estate, renewable energy and venture capital investments",http://www.impact-group.com.au,Financial Services,Australia,,,,,,,,,,,,,"CleanPeak Energy Pty Ltd, the Australia based distributed energy company focused on deploying, installing renewable assets and energy storage systems from solar PV is to acquire Power Station, the local 14.3 MW solar farm portfolio from Impact Investment Group Pty Ltd, the local investment company on commercial real estate, renewable energy and infrastructure businesses. The terms of the deal were undisclosed.",
,9/11/23,"Tanggsteel Meijin (Tangshan) Coal Chemical Co., Ltd. (55% Stake)",China based company engaged in coal related products manufacturing,,,Energy,China,Tangshan Iron & Steel Group; HBIS Group Co Ltd,China based iron and steel group; Iron and steel manufacturer. Provincial SOE.,http://www.tangsteel.com; http://www.hbisco.com/,Industrial products and services; Industrial products and services,China,Shanxi Meijin Energy Co Ltd,Petroleum and coal products manufacturer.,http://www.mjenergy.cn/,"Chemicals and materials,Energy,Mining",China,179.1978,,179.1978,,,,,,,,,Cash (USD 98.5588),"HBIS Group Co Ltd, the China based iron and steel manufacturer, through its subsidiary Tangshan Iron & Steel Group Co Ltd, the local manufacturer of iron and steel products, has agreed to acquire the remaining 55% of Tanggsteel Meijin (Tangshan) Coal Chemical Co Ltd, the local company engaged in coal related products manufacturing, from Shanxi Meijin Energy Co Ltd, the local petroleum and coal products manufacturer. The consideration was RMB 717.8m ($98.6m).",98.5588
,9/11/23,Sankyo Machinery Ltd (100% Stake),Stone crushing machine manufacturer.,,https://www.sankyokikai.jp/,Industrial products and services,Japan,"Kurimoto, Ltd.","Listed Japan-based company engaged in manufacturing various industrial products, plant equipment and construction materials, and providing engineering services",http://www.kurimoto.co.jp,"Construction,Industrial products and services",Japan,Matsui Kogyo Co Ltd,Steel construction materials wholesaler.,https://www.matsuikougyo.jp/,Services (other),Japan,,,,,,,,,,,,,"Kurimoto Ltd, the Japan based manufacturer of ductile iron pipes, steel structures, plant engineering and machinery, foundry products, valves, plastic products and construction materials, announced it will acquire all shares in Sankyo Machinery Ltd, the local stone crushing machine manufacturer, from Matsui Kogyo Co Ltd, the local steel construction materials wholesaler, in Apr 2024. Details to be announced.",
,9/11/23,System Integrator Corp (E-commerce business.) (60% Stake),E-commerce business.,,,Computer software,Japan,"Digital Garage, Inc.; DG Financial Technology Inc",Listed Japan-based company engaged in providing internet business solutions; Software-Financial Technology company engaged with payment processing solutions.,http://www.garage.co.jp/; https://www.dgft.jp/,"Computer services,Computer software,Internet / ecommerce,Media; Computer software,Financial Services",Japan,System Integrator Corporation,Listed Japan-based package software designer and developer,,Computer software,Japan,11,,11,,,,,,,,,Cash (USD 6.6000),"System Integrator Corp, the Japan based developer of business management software, announced it will transfer 60% of the e-commerce business, to DG Financial Technology Inc, the local provider of payment processing solutions, and a subsidiary of Digital Garage Inc, for Y1bn ($6.62m) on Jan 1, 2024.",6.6
,9/11/23,Changzhou Shimao New City Real Estate Development Co Ltd (100% Stake),Real estate developer.,Changzhou,,Real Estate,China,Shanghai Yuehongyi Enterprise Management Co Ltd; Shanghai Fanyue Enterprise Management Co Ltd,Enterprise management company.; Enterprise management company.,,Other; Other,China,Shanghai Shimao Company Limited,"China-based SHSE-listed company headquartered in Shanghai, is engaged in real estate development",http://www.shimao.com.cn,"Construction,Real Estate",China,36.1348,,36.1348,,,,,,,,,Cash (USD 36.1348),"Shanghai Yuehongyi Enterprise Management Co Ltd, the China based enterprise management company is to acquire Changzhou Shimao New City Real Estate Development Co Ltd, the local real estate developer from Shanghai Shimao Co Ltd, the local real estate developer. The consideration was RMB 262.99m ($36.69m).",36.1348
,9/11/23,Financial Advice Matters Group Pty Ltd  (100% Stake),"Toowong, Australia-based financial planning business.",Toowong,http://www.financialadvicematters.com.au/,Financial Services,Australia,Centrepoint Alliance Ltd,Provides financial products to the business corporate community.,http://www.centrepointalliance.com.au,Financial Services,Australia,,,,,,6.423,,6.423,,,,,,,,,Cash (USD 6.4230),"Centrepoint Alliance Ltd, the Australia based provides financial products to the business corporate community is to acquire Financial Advice Matters Group Pty Ltd, the local toowong, Australia-based financial planning business. The consideration was 10m AUD. The transaction is subject to closing conditions and is expected to be completed by 1 December 2023.",6.423
,9/11/23,Cell Cloud Co Ltd,Cancer risk testing service provider.,,https://cellcloud.co.jp/,Medical,Japan,AirTrip Corp,Software-E-Commerce company focused on providing online travel agency and business travel management service.,http://www.evolableasia.com,"Computer services,Internet / ecommerce,Leisure,Services (other)",Japan,,,,,,,,,,,,,,,,,,"AirTrip Corp, the Japan based software (E-Commerce) company focused on providing online travel agency and business travel management services, announced it has acquired some newly issued shares in Cell Cloud Co Ltd, the local cancer risk testing service provider. The terms of the deal were undisclosed.",
,9/11/23,Hotalux Ltd (100% Stake),Lighting equipment manufacturer.,Tokyo,http://www.hotalux.com/,Industrial: Electronics,Japan,WILLTEC Co Ltd,Temporary staff agency primary for manufacturers and constructors.,http://www.willtec.jp/,Services (other),Japan,"NEC Corporation; Nippon Mirai Capital Co., Ltd.","Listed Japan-based company engaged in developing network control platform and operating systems, and providing information technology and networking solutions; Japan-based private equity firm engaged mainly investing in companies in Japan and Asia. It handles both buyout and turnaround transactions.
The firm was set up by Akira Yasujima in 2002.
The firm has set up ""NMC No.3 Investment Limited Partnership"" at JPY 20bn in2014.",http://www.nec.com/; http://www.miraicapital.co.jp,"Computer: Hardware,Computer: Semiconductors,Computer services,Computer software,Telecommunications: Hardware; Financial Services",Japan,,,,,,,,,,,,,"WILLTEC Co Ltd, the Japan based temporary staff agency primary for manufacturers and constructors, announced it will acquire all shares in Hotalux Ltd, the local lighting equipment manufacturer, from Nippon Mirai Capital Co Ltd (95%) and NEC Corp (5%) on Dec 25, 2023. The terms of the deal were undisclosed. The transaction provides an exit strategy for Nippon Mirai Capital Co Ltd.",
,9/11/23,Power Station (16 solar power stations) (100% Stake),"16 Solar power stations - Aomori Nanbucho Solar Power Plant, Fukushima Minamisouma Solar Power Plant, Sukufhima Souma No.1 Solar Power Plant, Fukushima Souma No.2 Solar Power Plant, Yamagata Yonezawa Solar Power Plant, Fukushima Shinchi Solae Power Plant. Ibaraki Sakuragawa Solar Power Plant, Fukuoka Kurate Solar Power Plant, Fukushima Motomiya Solar Power Plant, Hokkaido Nakashibetsu Midorimachi Solar Power Plant, Hokkaido Nakashibetsu Kitanaka Soler Power Plant, Hokkaido Nakashibetsu Higashitouhoro Solar Power Plant, Gunma Takasaki Nakasatomi Solar Power Plant, Gunma Takasaki Nakamurota Solar Power Plant, Chiba Katori-Takahagi Solar Power Plant and Saitama Yorii Solar Power Plant.",,,Energy,Japan,Japan Infrastructure Fund Investment Corporation,"Japan-based provides asset investment, real estate assets management, infrastructure assets management, and other services",,"Financial Services,Real Estate",Japan,"Sumitomo Mitsui Finance and Leasing Company, Limited; Yanagi Solar LLC; J Infra No34 LLC; Infra Land Lease LLC; J Infra No36 LLC; G Infra No1 LLC; Japan Infra No30 LLC; Infra Fields LLC","Japan-based company engaged in leasing and installment sales of a variety of equipment and machinery, and loans and factoring business; Solar power station operator. Renewable energy: Solar.; Solar power stations operator. Renewable energy: Solar.; Real estate manager.; Real estate property lessor.; Solar power stations operator. Renewable energy: Solar.; Solar power stations operator. Renewable energy: Solar.; Rel estate property manager.",http://www.smfl.co.jp/,"Financial Services,Services (other); Energy; Energy; Real Estate; Real Estate; Energy; Energy; Real Estate",Japan,71.0292,,71.0292,,,,,,,,,Cash (USD 71.0292),"Japan Infrastructure Fund Investment Corp, the Japan based real estate investment trust (J-REIT), announced it will acquire 16 solar power stations - Aomori Nanbucho Solar Power Plant, Fukushima Minamisouma Solar Power Plant, Sukufhima Souma No.1 Solar Power Plant, Fukushima Souma No.2 Solar Power Plant, Yamagata Yonezawa Solar Power Plant, Fukushima Shinchi Solae Power Plant. Ibaraki Sakuragawa Solar Power Plant, Fukuoka Kurate Solar Power Plant, Fukushima Motomiya Solar Power Plant, Hokkaido Nakashibetsu Midorimachi Solar Power Plant, Hokkaido Nakashibetsu Kitanaka Soler Power Plant, Hokkaido Nakashibetsu Higashitouhoro Solar Power Plant, Gunma Takasaki Nakasatomi Solar Power Plant, Gunma Takasaki Nakamurota Solar Power Plant, Chiba Katori-Takahagi Solar Power Plant and Saitama Yorii Solar Power Plant, for a total of Y10.76bn ($71.39m) on Dec 4, 2023.",71.0292
,9/11/23,PS Mitsubishi Construction Corp (50.2% Stake),Constructor specializing in pre-stressed concrete bridge construction.,Tokyo,http://www.psmic.co.jp/index.html,Construction,Japan,Taisei Corp,Commercial building constructor.,http://www.taisei.co.jp,"Construction,Real Estate,Services (other)",Japan,Taiheiyo Cement Corp; Mitsubishi UBE Cement Corp,"Manufacturer of cement, secondary concrete products, and construction materials.; Manufacturer of cement and other building materials, fine material products such as crystal magnesia, magnesium hydroxide slurry and magnesium oxysulfate whisker, as well as involved in coal import and sales.",http://www.taiheiyo-cement.co.jp/; https://www.mu-cc.com/,"Construction,Industrial products and services,Real Estate; Chemicals and materials,Construction,Services (other)",Japan,315.9395,41.0388,356.9783,,,,,,,,,Cash (USD 158.5881),"Taisei Corp, the Japan based commercial building constructor, announced it will make a Y24.03bn ($159.39m) takeover bid for 50.20% stake, or 23,790,501 shares in PS Mitsubishi Construction Corp, the local constructor specializing in pre-stressed concrete bridge construction, at Y1,010 per share between Nov 10 and Dec 11, 2023. The offer is subject to a minimum acceptance condition of equal to or more than 20,351,654 shares, or 42.94%. Mitsubishi UBE Cement Corp and Taiheiyo Cement Corp intend to sell its 42.94% stake, or 20,351,654 shares during the takeover bid. A total value will be Y30.25bn ($200.63m) including Y6.22bn net debt. 12 Dec 23 - PS Mitsubishi Construction announced Taisei has successfully acquired 23,790,587 shares, or 50.20% stake in PS Mitsubishi Construction, for Y24.03bn ($159.06m) by Dec 11, 2023. A total value is Y30.25bn ($200.23m) including Y6.22bn net debt.",199.6269
,9/11/23,Rakuten Securities Inc (29% Stake),Securities brokerage firm.,Tokyo,http://www.rakuten-sec.co.jp,Financial Services,Japan,"Mizuho Securities Co Ltd; Mizuho Financial Group, Inc.","Involved in securities dealing and all aspects of merchant banking.; Listed Japan-based bank holding company operating and managing banks, credit providers and specialized securities companies",http://www.mizuho-sc.com; http://www.mizuho-fg.co.jp/,Financial Services; Financial Services,Japan,Rakuten Group Inc,"Software-E-Commerce company engaged with operating e-commerce platform, also offering fin-tech services and telecommunication business.",https://corp.rakuten.co.jp/,"Financial Services,Internet / ecommerce,Telecommunications: Carriers",Japan,1979.9522,,1979.9522,,,,,,,,,Cash (USD 574.2000),"According to Nikkei and other sources, Mizuho Financial Group Inc, the Japan based holding company for commercial and investment banking group, will acquire an additional 30.01% stake to 50%, in Rakuten Securities Inc, the local securities brokerage firm, for Y90bn ($596.99m). Rakuten Group Inc, Japan based operator of e-commerce platform, announced this is not determined yet. Details to be announced. Rakuten Group announced Rakuten Securities Holdings Inc will transfer 29.0007% stake in Rakuten Securities to Mizuho Securities Co Ltd for Y87bn ($577.09m) on Dec 15, 2023. Mizuho Securities will increase its stake from 19.99% to 48.99%.",574.2
,9/11/23,Advisernavi Co Ltd,"Software-Computer, Traditional & Other. Software company engaged with developing independent financial advisor matching system.",Tokyo,https://adviser-navi.co.jp/,Computer software,Japan,Wataru Endo (Private Individual),Private individual.,,Financial Services,Japan,,,,,,,,,,,,,,,,,Cash (USD 0.7920),"Advisernavi Co Ltd, the Japan based developer of independent financial advisor matching system, announced it has an intention to place some newly issued shares on Mr. Wataru Endo and some undisclosed private investors, for Y120m ($0.8m) by the end of Nov 2023.",0.792
,9/11/23,CellFiber Co Ltd,Research and developer of cell-laden soft materials.,Tokyo,https://cellfiber.jp/,Biotechnology,Japan,JAFCO Group Co Ltd; Fast Track Initiative Inc; Universal Materials Incubator Co Ltd; Real Tech Holdings Co Ltd; Chiba Dojo Fund Co Ltd,Private Equity Firm.; Japan based venture capital company.; Japan-based venture capital firm.; Japan-based Venture Capital firm focused on bio-tech related business.; Japan-based company engaged in venture capital investment.,http://www.jafco.co.jp; http://www.fti-jp.com/; http://www.umi.co.jp/; https://www.realtech.holdings/; https://chiba-dojo.jp/,Financial Services; Financial Services; Financial Services; Financial Services; Financial Services,Japan,,,,,,,,,,,,,,,,,Cash (USD 5.4780),"CellFiber Co Ltd, the Japan based research and developer of cell-laden soft materials, announced it has placed some newly issued shares on JAFCO Group Co Ltd, Universal Materials Incubator Co Ltd, Fast Track Initiative Inc, Real Tech Holdings Co Ltd, and Chiba Dojo Fund Co Ltd for Y830m ($5.51m).",5.478
,9/11/23,LayerX Inc,"Software-Computer, Traditional & Other. Software company engaged with developing blockchain system.",Tokyo,https://layerx.co.jp/ja/,Computer software,Japan,Keyrock Capital Management Limited,Hong Kong-based investment management firm which specializes in investing in emerging growth companies based in the Asia Pacific region.,https://www.keyrockcap.com/,Financial Services,Japan,,,,,,,,,,,,,,,,,Cash (USD 13.2000),"LayerX Inc, the Japan based developer of blockchain system, announced it has secured Y2bn ($13.27m) in a series A round financing led by Keyrock Capital Management Ltd, the Hong Kong based investment management firm, for Y2bn ($13.27m).",13.2
,9/11/23,Jason Furniture (Hangzhou) Co Ltd (29.42% Stake),Household furniture manufacturer.,Hangzhou,https://gw.kukahome.com/,Manufacturing (other),China,Infore Group Co Ltd; Ningbo Infore Ruihe Investment Management Co Ltd,"Holding company with interest in intelligent sanitation equipment and services, cultural and creative IP operation platform, auction service, private equity investment, e-retailing of maternal and infant products, manufacturing of powder metallurgy parts.; Investment firm.",http://www.infore.com,"Consumer: Other,Consumer: Retail,Financial Services,Industrial products and services,Manufacturing (other),Media; Financial Services",China,"Jason Group Co., Ltd.; TB Home Ltd",China-based company engaged in furniture manufacture; Investment company.,,Consumer: Retail; Financial Services,China,4144.2024,-376.8983,3767.3041,2609.7138,344.1615,265.2719,262.5657,1.5235,14.9878,11.5522,16.6903,Cash (USD 1219.2243),"7 Nov 23 - A China based undisclosed acquiror is reportedly in discuss to acquire an undisclosed stake in Jason Furniture (Hangzhou) Co Ltd, the local household furniture manufacturer. The terms of the deal were undisclosed. 09 Nov 23 - Ningbo Infore Ruihe Investment Management Co Ltd, the China based investment firm and a subsidiary of Infore Group Co Ltd, has agreed to acquire 241,838,695 shares or 29.42% of Jason Furniture (Hangzhou) Co Ltd, the local household furniture manufacturer from Jason Group Co Ltd (20.46%) and TB Home Ltd (8.96%). The consideration was RMB 10.3bn ($1.41bn) at RMB 42.5846 per share. 25 Dec 23 - The consideration was revised to RMB 8.88bn ($1.22bn) at RMB 36.7187 per share.",1219.2243
,8/11/23,Singapore Life Holdings Pte Ltd (3.78% Stake),Life insurance services provider.,,https://singlife.com/,Financial Services,Singapore,Sumitomo Life Insurance Co Ltd,Life insurance company.,https://www.sumitomolife.co.jp/,Financial Services,Japan,,,,,,3511.9881,,3511.9881,,,,,,,,,Cash (USD 132.7531),"Sumitomo Life Insurance Co Ltd, the Japan based life insurance company, announce it has acquired an additional 3.78% stake, or some newly issued shares in Singapore Life Holdings Pte Ltd, the Singapore based life insurance services provider for SGD180m ($132.75m).",132.7531
,8/11/23,Fraicheur Retail Pvt Ltd,Operator of retail clothing brand.,,https://newme.asia/,Consumer: Retail,India,Fireside Ventures,"India-based venture capital fund investing in brand startups in multiple rounds, from Seed to Series A funding.",https://firesideventures.com,Financial Services,India,,,,,,,,,,,,,,,,,,"Fireside Ventures is to acquire an undisclosed stake in Fraicheur Retail Pvt Ltd, the India-based operator of retail clothing brand. The terms of the deal were undisclosed.",
,8/11/23,TriGeo Technologies (100% Stake),"Provider of Data Intelligence Services, including highly precise Data Mapping, Annotation and Labeling, Building Information Modeling (BIM), Digital Twinning, 3D modeling, Engineering, and GIS Services.",,https://www.trigeo.net,Computer software,India,TAO Digital Solutions Inc,"IT services and solutions company. Software-Computer, Traditional & Other.",https://www.taodigitalsolutions.com,Computer software,USA,,,,,,,,,,,,,,,,,,"TAO Digital Solutions Inc, the United States based IT services and solutions company, has acquired TriGeo Technologies, the India based provider of Data Intelligence Services, including highly precise Data Mapping, Annotation and Labeling, Building Information Modeling (BIM), Digital Twinning, 3D modeling, Engineering, and GIS Services. The terms of the deal were undisclosed.",
,8/11/23,Hotels (boutique hotel in Goa) (100% Stake),Hotel.,,,Leisure,India,Vikram Puri (Private Individual),Hotelier.,,Financial Services,India,Sun Estates,Luxury real estate develoer,https://www.sunestates.com/,"Construction,Real Estate",India,7.2,,7.2,,,,,,,,,Cash (USD 7.2000),"Vikram Puri (Private Individual), the India based hotelier has acquired a luxury hotel in Goa from Sun Estates, the local luxury real estate develoer. The consideration was INR 600m ($7.2071m).",7.2
,8/11/23,Hearing Solutions Pvt Ltd,Hearing care provider.,,https://www.hearzap.com/,Consumer: Retail,India,360 One Wam Ltd,Wealth management company.,http://www.iiflw.com,Financial Services,India,,,,,,,,,,,,,,,,,Cash (USD 6.0000),"360 One Wam Ltd, the India based wealth management company has acquired an undisclosed stake in Hearing Solutions Pvt Ltd, the local hearing care provider. The consideration was INR 500m ($6m).",6
,8/11/23,StudyLink (100% Stake),International student application software business.,,https://connect.studylink.com/,Computer software,Australia,Flywire Corp,Software-Financial Technology company engaged with payment processing solutions.,http://www.flywire.com,Computer software,USA,Navitas Ltd,"Provider of educational services, including university partnership programs, pre-university, university pathway programs, job skills training and vocational education.",http://www.navitas.com,Services (other),Australia,38.538,,38.538,,,,,,,,,Cash (USD 38.5380),"Flywire Corp, the United States based software-Financial Technology company engaged with payment processing solutions has acquired StudyLink, the Australia based international student application software business from Navitas Ltd, the Australia based provider of educational services, including university partnership programs, pre-university, university pathway programs, job skills training and vocational education. The consideration was AUD 60m ($38.5393m).",38.538
